"sn","chinese","ph","ty","hy","g2","wg","last_name_weight","first_name_weight"
326,"\345\214\240","\343\204\220\343\204\247\343\204\244\313\213","jiang","jiang","jiang","chiang",0,0
327,"\345\215\260","\343\204\247\343\204\243\313\213","yin","yin","yin","yin",0,0
328,"\345\215\261","\343\204\250\343\204\237\313\212","wei","wei","wei","wei",10,0
329,"\345\220\211","\343\204\220\343\204\247\313\212","ji","ji","ji","chi",10,0
330,"\345\220\217","\343\204\214\343\204\247\313\213","li","li","li","li",0,0
331,"\345\220\214","\343\204\212\343\204\250\343\204\245\313\212","tong","tong","tung","tung",0,1
332,"\345\220\212","\343\204\211\343\204\247\343\204\240\313\213","diao","diao","diau","tiao",0,0
333,"\345\220\220","\343\204\212\343\204\250\313\207","tu","tu","tu","tu",0,0
334,"\345\220\201","\343\204\222\343\204\251","syu","xu","shiu","hsu",0,0
335,"\345\220\213","\343\204\230\343\204\250\343\204\243\313\213","cun","cun","tsuen","tsun",0,0
336,"\345\220\204","\343\204\215\343\204\234\313\213","ge","ge","ge","ke",0,0
337,"\345\220\221","\343\204\222\343\204\247\343\204\244\313\213","siang","xiang","shiang","hsiang",10,0
338,"\345\220\215","\343\204\207\343\204\247\343\204\245\313\212","ming","ming","ming","ming",0,0
339,"\345\220\210","\343\204\217\343\204\234\313\212","he","he","he","he",0,0
340,"\345\220\203","\343\204\220\343\204\247\313\212","ji","ji","ji","chi",0,0
341,"\345\220\216","\343\204\217\343\204\241\313\213","hou","hou","hou","hou",10,0
342,"\345\220\206","\343\204\247\343\204\240","yao","yao","yau","yao",0,0
343,"\345\220\222","\343\204\223\343\204\232\313\213","jha","zha","ja","cha",0,0
344,"\345\233\240","\343\204\247\343\204\243","yin","yin","yin","yin",0,0
345,"\345\233\236","\343\204\217\343\204\250\343\204\237\313\212","huei","hui","huei","hui",0,0
346,"\345\233\235","\343\204\213\343\204\242","nan","nan","nan","nan",0,0
347,"\345\234\263","\343\204\227\343\204\250\343\204\243\313\213","zun","zun","tzuen","tsun",0,0
348,"\345\234\260","\343\204\211\343\204\247\313\213","di","di","di","ti",0,0
349,"\345\234\250","\343\204\227\343\204\236\313\213","zai","zai","tzai","tsai",0,0
350,"\345\234\255","\343\204\215\343\204\250\343\204\237","guei","gui","guei","kuei",0,0
351,"\345\234\254","\343\204\250","wu","wu","wu","wu",0,0
352,"\345\234\257","\343\204\247\313\212","yi","yi","yi","yi",0,0
353,"\345\234\251","\343\204\251\313\212","yu","yu","yu","yu",0,0
354,"\345\244\231","\343\204\231\343\204\250\313\213","su","su","su","su",0,66
355,"\345\244\232","\343\204\211\343\204\250\343\204\233","duo","duo","duo","to",0,0
356,"\345\244\267","\343\204\247\313\212","yi","yi","yi","yi",0,0
357,"\345\244\270","\343\204\216\343\204\250\343\204\232","kua","kua","kua","kua",0,0
358,"\345\246\204","\343\204\250\343\204\244\313\213","wang","wang","wang","wang",0,0
359,"\345\245\270","\343\204\220\343\204\247\343\204\242","jian","jian","jian","chien",0,0
360,"\345\246\203","\343\204\210\343\204\237","fei","fei","fei","fei",0,0
361,"\345\245\275","\343\204\217\343\204\240\313\207","hao","hao","hau","hao",0,0
362,"\345\245\271","\343\204\212\343\204\232","ta","ta","ta","ta",0,0
363,"\345\246\202","\343\204\226\343\204\250\313\212","ru","ru","ru","ju",0,0
364,"\345\246\201","\343\204\225\343\204\250\343\204\233\313\213","shuo","shuo","shuo","shuo",0,0
365,"\345\255\227","\343\204\227\313\213","zih","zi","tz","tzu",0,0
366,"\345\255\230","\343\204\230\343\204\250\343\204\243\313\212","cun","cun","tsuen","tsun",0,0
367,"\345\256\207","\343\204\251\313\207","yu","yu","yu","yu",10,10
368,"\345\256\210","\343\204\225\343\204\241\313\207","shou","shou","shou","shou",0,0
369,"\345\256\205","\343\204\223\343\204\236\313\212","jhai","zhai","jai","chai",0,0
370,"\345\256\211","\343\204\242","an","an","an","an",10,6
371,"\345\257\272","\343\204\231\313\213","sih","si","sz","ssu",0,0
372,"\345\260\226","\343\204\220\343\204\247\343\204\242","jian","jian","jian","chien",0,0
373,"\345\261\271","\343\204\247\313\213","yi","yi","yi","yi",0,0
374,"\345\267\236","\343\204\223\343\204\241","jhou","zhou","jou","chou",0,0
375,"\345\270\206","\343\204\210\343\204\242","fan","fan","fan","fan",0,0
376,"\345\271\266","\343\204\205\343\204\247\343\204\245\313\213","bing","bing","bing","ping",0,0
377,"\345\271\264","\343\204\213\343\204\247\343\204\242\313\212","nian","nian","nian","nien",0,0
378,"\345\274\217","\343\204\225\313\213","shih","shi","shr","shih",0,0
379,"\345\274\233","\343\204\224\313\212","chih","chi","chr","chih",0,0
380,"\345\277\231","\343\204\207\343\204\244\313\212","mang","mang","mang","mang",0,0
381,"\345\277\226","\343\204\230\343\204\250\343\204\243\313\207","cun","cun","tsuen","tsun",0,0
382,"\346\210\216","\343\204\226\343\204\250\343\204\245\313\212","roug","rong","rung","jung",0,0
383,"\346\210\214","\343\204\222\343\204\251","syu","xu","shiu","hsu",0,0
384,"\346\210\215","\343\204\225\343\204\250\313\213","shu","shu","shu","shu",0,0
385,"\346\210\220","\343\204\224\343\204\245\313\212","cheng","cheng","cheng","cheng",10,2
386,"\346\211\243","\343\204\216\343\204\241\313\213","kou","kou","kou","kou",0,0
387,"\346\211\233","\343\204\215\343\204\244","gang","gang","gang","kang",0,0
388,"\346\211\230","\343\204\212\343\204\250\343\204\233","tuo","tuo","tuo","to",0,0
389,"\346\224\266","\343\204\225\343\204\241","shou","shou","shou","shou",0,0
390,"\346\227\251","\343\204\227\343\204\240\313\207","zao","zao","tzau","tsao",0,0
391,"\346\227\250","\343\204\223\313\207","jhih","zhi","jr","chih",0,0
392,"\346\227\254","\343\204\222\343\204\251\343\204\243\313\212","syun","xun","shiun","hsun",0,0
393,"\346\227\255","\343\204\222\343\204\251\313\213","syu","xu","shiu","hsu",0,0
394,"\346\233\262","\343\204\221\343\204\251","cyu","qu","chiu","chu",10,0
395,"\346\233\263","\343\204\247\313\213","yi","yi","yi","yi",0,0
396,"\346\234\211","\343\204\247\343\204\241\313\207","you","you","you","yu",0,0
397,"\346\234\275","\343\204\222\343\204\247\343\204\241\313\207","siou","xiu","shiou","hsiu",0,0
398,"\346\234\264","\343\204\206\343\204\250\313\212","pu","pu","pu","pu",0,0
399,"\346\234\261","\343\204\223\343\204\250","jhu","zhu","ju","chu",10,0
400,"\346\234\265","\343\204\211\343\204\250\343\204\233","duo","duo","duo","to",0,0
401,"\346\254\241","\343\204\230\313\213","cih","ci","tsz","tzu",0,0
402,"\346\255\244","\343\204\230\313\207","cih","ci","tsz","tzu",0,0
403,"\346\255\273","\343\204\231\313\207","sih","si","sz","ssu",0,0
404,"\346\260\226","\343\204\213\343\204\236\313\207","nai","nai","nai","nai",0,0
405,"\346\261\235","\343\204\226\343\204\250\313\207","ru","ru","ru","ju",0,0
406,"\346\261\227","\343\204\217\343\204\242\313\212","han","han","han","han",0,0
407,"\346\261\231","\343\204\250","wu","wu","wu","wu",0,0
408,"\346\261\237","\343\204\220\343\204\247\343\204\244","jiang","jiang","jiang","chiang",11,0
409,"\346\261\240","\343\204\224\313\212","chih","chi","chr","chih",10,0
410,"\346\261\220","\343\204\222\343\204\247\313\213","si","xi","shi","hsi",0,0
411,"\346\261\225","\343\204\225\343\204\242\313\213","shan","shan","shan","shan",0,0
412,"\346\261\241","\343\204\250","wu","wu","wu","wu",0,0
413,"\346\261\233","\343\204\222\343\204\251\343\204\243\313\213","syun","xun","shiun","hsun",0,0
414,"\346\261\215","\343\204\250\343\204\242\313\212","wan","wan","wan","wan",0,0
415,"\346\261\216","\343\204\210\343\204\242\313\213","fan","fan","fan","fan",0,0
416,"\347\201\260","\343\204\217\343\204\250\343\204\237","huei","hui","huei","hui",0,0
417,"\347\211\237","\343\204\207\343\204\241\313\212","mou","mou","mou","mou",10,0
418,"\347\211\235","\343\204\206\343\204\247\343\204\243\313\213","pin","pin","pin","pin",0,0
419,"\347\231\276","\343\204\205\343\204\236\313\207","bai","bai","bai","pai",0,1
420,"\347\253\271","\343\204\223\343\204\250\313\212","jhu","zhu","ju","chu",0,1
421,"\347\261\263","\343\204\207\343\204\247\313\207","mi","mi","mi","mi",10,0
422,"\347\263\270","\343\204\207\343\204\247\313\213","mi","mi","mi","mi",0,0
423,"\347\274\266","\343\204\210\343\204\241\313\207","fou","fou","fou","fou",0,0
424,"\347\276\212","\343\204\247\343\204\244\313\212","yang","yang","yang","yang",10,0
425,"\347\276\275","\343\204\251\313\207","yu","yu","yu","yu",0,10
426,"\350\200\201","\343\204\214\343\204\240\313\207","lao","lao","lau","lao",0,0
427,"\350\200\203","\343\204\216\343\204\240\313\207","kao","kao","kau","kao",0,0
428,"\350\200\214","\343\204\246\313\212","er","er","er","erh",0,0
429,"\350\200\222","\343\204\214\343\204\237\313\207","lei","lei","lei","lei",0,0
430,"\350\200\263","\343\204\246\313\207","er","er","er","erh",0,0
431,"\350\201\277","\343\204\251\313\213","yu","yu","yu","yu",0,0
432,"\350\202\211","\343\204\226\343\204\241\313\213","rou","rou","rou","jou",0,0
433,"\350\202\213","\343\204\214\343\204\234\313\213","le","le","le","le",0,0
434,"\350\202\214","\343\204\220\343\204\247","ji","ji","ji","chi",0,0
435,"\350\207\243","\343\204\224\343\204\243\313\212","chen","chen","chen","chen",0,0
436,"\350\207\252","\343\204\227\313\213","zih","zi","tz","tzu",0,0
437,"\350\207\263","\343\204\223\313\213","jhih","zhi","jr","chih",0,0
438,"\350\207\274","\343\204\220\343\204\247\343\204\241\313\213","jiou","jiu","jiou","chiu",0,0
439,"\350\210\214","\343\204\225\343\204\234\313\212","she","she","she","she",0,0
440,"\350\210\233","\343\204\224\343\204\250\343\204\242\313\207","chuan","chuan","chuan","chuan",0,0
441,"\350\210\237","\343\204\223\343\204\241","jhou","zhou","jou","chou",0,0
442,"\350\211\256","\343\204\215\343\204\243\313\207","gen","gen","gen","ken",0,0
443,"\350\211\262","\343\204\231\343\204\234\313\213","se","se","se","se",0,0
444,"\350\211\276","\343\204\236\313\213","ai","ai","ai","ai",10,0
445,"\350\231\253","\343\204\217\343\204\250\343\204\237\313\207","huei","hui","huei","hui",0,0
446,"\350\241\200","\343\204\222\343\204\247\343\204\235\313\207","sie","xie","shie","hsieh",0,0
447,"\350\241\214","\343\204\217\343\204\244\313\212","hang","hang","hang","hang",0,0
448,"\350\241\243","\343\204\247","yi","yi","yi","yi",10,0
449,"\350\245\277","\343\204\222\343\204\247","si","xi","shi","hsi",0,0
450,"\351\230\241","\343\204\221\343\204\247\343\204\242","cian","qian","chian","chien",0,1
451,"\344\270\262","\343\204\224\343\204\250\343\204\242\313\213","chuan","chuan","chuan","chuan",0,0
452,"\344\272\250","\343\204\217\343\204\245","heng","heng","heng","heng",0,0
453,"\344\275\215","\343\204\250\343\204\237\313\213","wei","wei","wei","wei",0,0
454,"\344\275\217","\343\204\223\343\204\250\313\213","jhu","zhu","ju","chu",0,0
455,"\344\275\207","\343\204\223\343\204\250\313\213","jhu","zhu","ju","chu",0,0
456,"\344\275\227","\343\204\212\343\204\250\343\204\233\313\212","tuo","tuo","tuo","to",0,0
457,"\344\275\236","\343\204\213\343\204\247\343\204\245\313\213","ning","ning","ning","ning",0,0
458,"\344\274\264","\343\204\205\343\204\242\313\213","ban","ban","ban","pan",0,0
459,"\344\275\233","\343\204\210\343\204\233\313\212","fo","fo","fo","fo",0,0
460,"\344\275\225","\343\204\217\343\204\234\313\212","he","he","he","he",10,0
461,"\344\274\260","\343\204\215\343\204\250","gu","gu","gu","ku",0,0
462,"\344\275\220","\343\204\227\343\204\250\343\204\233\313\207","zuo","zuo","tzuo","tso",0,0
463,"\344\275\221","\343\204\247\343\204\241\313\213","you","you","you","yu",0,29
464,"\344\274\275","\343\204\221\343\204\247\343\204\235\313\212","cie","qie","chie","chieh",0,0
465,"\344\274\272","\343\204\230\313\213","cih","ci","tsz","tzu",0,0
466,"\344\274\270","\343\204\225\343\204\243","shen","shen","shen","shen",0,0
467,"\344\275\203","\343\204\211\343\204\247\343\204\242\313\213","dian","dian","dian","tien",0,0
468,"\344\275\224","\343\204\223\343\204\242\313\213","jhan","zhan","jan","chan",0,0
469,"\344\274\274","\343\204\231\313\213","sih","si","sz","ssu",0,0
470,"\344\275\206","\343\204\211\343\204\242\313\213","dan","dan","dan","tan",10,0
471,"\344\275\243","\343\204\251\343\204\245\313\213","yong","yong","yung","yung",0,0
472,"\344\275\234","\343\204\227\343\204\250\343\204\233\313\212","zuo","zuo","tzuo","tso",0,0
473,"\344\275\240","\343\204\213\343\204\247\313\207","ni","ni","ni","ni",0,0
474,"\344\274\257","\343\204\205\343\204\233\313\212","bo","bo","bo","po",0,0
475,"\344\275\216","\343\204\211\343\204\247","di","di","di","ti",0,0
476,"\344\274\266","\343\204\214\343\204\247\343\204\245\313\212","ling","ling","ling","ling",0,0
477,"\344\275\231","\343\204\251\313\212","yu","yu","yu","yu",10,0
478,"\344\275\235","\343\204\216\343\204\241\313\213","kou","kou","kou","kou",0,0
479,"\344\275\210","\343\204\205\343\204\250\313\213","bu","bu","bu","pu",0,0
480,"\344\275\232","\343\204\247\313\213","yi","yi","yi","yi",0,0
481,"\345\205\214","\343\204\211\343\204\250\343\204\237\313\213","duei","dui","duei","tui",0,0
482,"\345\205\213","\343\204\216\343\204\234\313\213","ke","ke","ke","ke",0,0
483,"\345\205\215","\343\204\250\343\204\243\313\213","wun","wen","wen","wen",0,0
484,"\345\205\265","\343\204\205\343\204\247\343\204\245","bing","bing","bing","ping",10,0
485,"\345\206\266","\343\204\247\343\204\235\313\207","ye","ye","ya","yeh",0,0
486,"\345\206\267","\343\204\214\343\204\245\313\207","leng","leng","leng","leng",10,0
487,"\345\210\245","\343\204\205\343\204\247\343\204\235\313\212","bie","bie","bie","pie",0,0
488,"\345\210\244","\343\204\206\343\204\242\313\213","pan","pan","pan","pan",0,0
489,"\345\210\251","\343\204\214\343\204\247\313\213","li","li","li","li",10,0
490,"\345\210\252","\343\204\225\343\204\242","shan","shan","shan","shan",0,0
491,"\345\210\250","\343\204\205\343\204\240\313\213","bao","bao","bau","pao",0,0
492,"\345\212\253","\343\204\220\343\204\247\343\204\235\313\212","jie","jie","jie","chieh",0,0
493,"\345\212\251","\343\204\223\343\204\250\313\213","jhu","zhu","ju","chu",0,0
494,"\345\212\252","\343\204\213\343\204\250\313\207","nu","nu","nu","nu",0,0
495,"\345\212\254","\343\204\221\343\204\251\313\212","cyu","qu","chiu","chu",0,0
496,"\345\214\243","\343\204\222\343\204\247\343\204\232\313\212","sia","xia","shia","hsia",0,0
497,"\345\215\263","\343\204\220\343\204\247\313\212","ji","ji","ji","chi",0,0
498,"\345\215\265","\343\204\214\343\204\250\343\204\242\313\207","luan","luan","luan","luan",0,0
499,"\345\220\235","\343\204\214\343\204\247\343\204\243\313\213","lin","lin","lin","lin",0,0
500,"\345\220\255","\343\204\216\343\204\245","keng","keng","keng","keng",0,0
501,"\345\220\236","\343\204\212\343\204\250\343\204\243","tun","tun","tuen","tun",0,0
502,"\345\220\276","\343\204\250\313\212","wu","wu","wu","wu",0,0
503,"\345\220\246","\343\204\206\343\204\247\313\207","pi","pi","pi","pi",0,0
504,"\345\221\216","\343\204\224\313\207","chih","chi","chr","chih",0,0
505,"\345\220\247","\343\204\205\343\204\232","ba","ba","ba","pa",0,0
506,"\345\221\206","\343\204\211\343\204\236","dai","dai","dai","tai",0,0
507,"\345\221\203","\343\204\234\313\213","e","e","e","e",0,0
508,"\345\220\263","\343\204\250\313\212","wu","wu","wu","wu",181,0
509,"\345\221\210","\343\204\224\343\204\245\313\212","cheng","cheng","cheng","cheng",0,0
510,"\345\221\202","\343\204\214\343\204\251\313\207","lyu","lu","liu","lu",95,41
511,"\345\220\233","\343\204\220\343\204\251\343\204\243","jyun","jun","jiun","chun",0,0
512,"\345\220\251","\343\204\210\343\204\243","fen","fen","fen","fen",0,0
513,"\345\221\212","\343\204\215\343\204\240\313\213","gao","gao","gau","kao",0,0
514,"\345\220\271","\343\204\224\343\204\250\343\204\237","chuei","chui","chuei","chui",0,0
515,"\345\220\273","\343\204\250\343\204\243\313\207","wun","wen","wen","wen",0,0
516,"\345\220\270","\343\204\222\343\204\247","si","xi","shi","hsi",0,0
517,"\345\220\256","\343\204\225\343\204\250\343\204\243\313\207","shun","shun","shuen","shuen",0,0
518,"\345\220\265","\343\204\224\343\204\240\313\207","chao","chao","chau","chao",0,0
519,"\345\220\266","\343\204\213\343\204\232\313\213","na","na","na","na",0,0
520,"\345\220\240","\343\204\210\343\204\237\313\213","fei","fei","fei","fei",0,0
521,"\345\220\274","\343\204\217\343\204\241\313\207","hou","hou","hou","hou",0,0
522,"\345\221\200","\343\204\247\343\204\232","ya","ya","ya","ya",0,0
523,"\345\220\261","\343\204\223","jhih","zhi","jr","chih",0,0
524,"\345\220\253","\343\204\217\343\204\242\313\212","han","han","han","han",0,0
525,"\345\220\237","\343\204\247\343\204\243\313\212","yin","yin","yin","yin",0,0
526,"\345\220\254","\343\204\247\343\204\243\313\207","yin","yin","yin","yin",0,0
527,"\345\233\252","\343\204\224\343\204\250\343\204\244","chuang","chuang","chuang","chuang",0,0
528,"\345\233\260","\343\204\216\343\204\250\343\204\243\313\213","kun","kun","kuen","kun",0,0
529,"\345\233\244","\343\204\211\343\204\250\343\204\243\313\213","dun","dun","duen","tun",0,0
530,"\345\233\253","\343\204\217\343\204\250\313\212","hu","hu","hu","hu",0,0
531,"\345\235\212","\343\204\210\343\204\244","fang","fang","fang","fang",0,0
532,"\345\235\221","\343\204\216\343\204\245","keng","keng","keng","keng",0,0
533,"\345\235\200","\343\204\223\313\207","jhih","zhi","jr","chih",0,0
534,"\345\235\215","\343\204\212\343\204\242","tan","tan","tan","tan",0,0
535,"\345\235\207","\343\204\220\343\204\251\343\204\243","jyun","jun","jiun","chun",0,196
536,"\345\235\216","\343\204\216\343\204\242\313\207","kan","kan","kan","kan",0,0
537,"\345\234\276","\343\204\220\343\204\247\313\212","ji","ji","ji","chi",0,0
538,"\345\235\220","\343\204\227\343\204\250\343\204\233\313\213","zuo","zuo","tzuo","tso",0,0
539,"\345\235\217","\343\204\206\343\204\237","pei","pei","pei","pei",0,0
540,"\345\234\273","\343\204\221\343\204\247\313\212","ci","qi","chi","chi",0,0
541,"\345\243\257","\343\204\223\343\204\250\343\204\244\313\213","jhuang","zhuang","juang","chuang",0,0
542,"\345\244\276","\343\204\220\343\204\247\343\204\232","jia","jia","jia","chia",0,0
543,"\345\246\235","\343\204\223\343\204\250\343\204\244","jhuang","zhuang","juang","chuang",0,0
544,"\345\246\222","\343\204\211\343\204\250\313\213","du","du","du","tu",0,0
545,"\345\246\250","\343\204\210\343\204\244\313\212","fang","fang","fang","fang",0,0
546,"\345\246\236","\343\204\213\343\204\247\343\204\241","niou","niu","niou","niu",0,0
547,"\345\246\243","\343\204\205\343\204\247\313\207","bi","bi","bi","pi",0,0
548,"\345\246\231","\343\204\207\343\204\247\343\204\240\313\213","miao","miao","miau","miao",0,29
549,"\345\246\226","\343\204\247\343\204\240","yao","yao","yau","yao",0,0
550,"\345\246\215","\343\204\247\343\204\242\313\212","yan","yan","yan","yen",0,0
551,"\345\246\244","\343\204\251\313\212","yu","yu","yu","yu",0,2
