"sn","chinese","ph","ty","hy","g2","wg","last_name_weight","first_name_weight"
7283,"\345\264\246","\343\204\247\343\204\242","yan","yan","yan","yen",0,0
7284,"\345\264\245","\343\204\206\343\204\247\313\207","pi","pi","pi","pi",0,0
7285,"\345\264\217","\343\204\207\343\204\247\343\204\243\313\212","min","min","min","min",0,0
7286,"\345\264\260","\343\204\227","zih","zi","tz","tzu",0,0
7287,"\345\264\222","\343\204\227\343\204\250\313\212","zu","zu","tzu","tsu",0,0
7288,"\345\264\243","\343\204\250\343\204\237\313\207","wei","wei","wei","wei",0,0
7289,"\345\264\237","\343\204\247\343\204\243\313\212","yin","yin","yin","yin",0,0
7290,"\345\264\256","\343\204\215\343\204\250\313\213","gu","gu","gu","ku",0,0
7291,"\345\270\276","\343\204\211\343\204\250\313\207","du","du","du","tu",0,0
7292,"\345\270\264","\343\204\225\343\204\232","sha","sha","sha","sha",0,0
7293,"\345\272\261","\343\204\224\343\204\245\313\207","cheng","cheng","cheng","cheng",0,0
7294,"\345\272\264","\343\204\220\343\204\247\313\212","ji","ji","ji","chi",0,0
7295,"\345\272\271","\343\204\212\343\204\250\343\204\233\313\207","tuo","tuo","tuo","to",0,0
7296,"\345\272\262","\343\204\214\343\204\236\313\212","lai","lai","lai","lai",0,0
7297,"\345\272\263","\343\204\205\343\204\247\313\213","bi","bi","bi","pi",0,0
7298,"\345\274\266","\343\204\220\343\204\247\343\204\244\313\213","jiang","jiang","jiang","chiang",0,0
7299,"\345\274\270","\343\204\205\343\204\245","beng","beng","beng","peng",0,0
7300,"\345\276\233","\343\204\221\343\204\247","ci","qi","chi","chi",0,0
7301,"\345\276\226","\343\204\230\343\204\250\343\204\245\313\212","cong","cong","tsung","tsung",0,0
7302,"\345\276\237","\343\204\223\343\204\241","jhou","zhou","jou","chou",0,0
7303,"\346\202\212","\343\204\221\343\204\247","ci","qi","chi","chi",0,0
7304,"\346\202\220","\343\204\212\343\204\247\313\213","ti","ti","ti","ti",0,0
7305,"\346\202\206","\343\204\251\313\213","yu","yu","yu","yu",0,0
7306,"\346\202\276","\343\204\216\343\204\250\343\204\245","kong","kong","kung","kung",0,0
7307,"\346\202\260","\343\204\230\343\204\250\343\204\245\313\212","cong","cong","tsung","tsung",0,0
7308,"\346\202\272","\343\204\215\343\204\250\343\204\242\313\213","guan","guan","guan","kuan",0,0
7309,"\346\203\223","\343\204\221\343\204\251\343\204\242","cyuan","quan","chiuan","chuan",0,0
7310,"\346\203\224","\343\204\247\343\204\242\313\207","yan","yan","yan","yen",0,0
7311,"\346\203\217","\343\204\214\343\204\247\343\204\243\313\212","lin","lin","lin","lin",0,0
7312,"\346\203\244","\343\204\220\343\204\247\343\204\242","jian","jian","jian","chien",0,0
7313,"\346\203\231","\343\204\224\343\204\250\343\204\233\313\213","chuo","chuo","chuo","cho",0,0
7314,"\346\203\235","\343\204\212\343\204\244\313\207","tang","tang","tang","tang",0,0
7315,"\346\203\210","\343\204\215\343\204\250\343\204\233\313\207","guo","guo","guo","kuo",0,0
7316,"\346\202\261","\343\204\210\343\204\237\313\207","fei","fei","fei","fei",0,0
7317,"\346\203\233","\343\204\217\343\204\250\343\204\243","hun","hun","huan","hun",0,0
7318,"\346\202\267","\343\204\214\343\204\247\313\213","li","li","li","li",0,0
7319,"\346\203\212","\343\204\220\343\204\247\343\204\245","jing","jing","jing","ching",0,0
7320,"\346\202\277","\343\204\212\343\204\247\343\204\242\313\207","tian","tian","tian","tien",0,0
7321,"\346\203\203","\343\204\216\343\204\250\343\204\243","kun","kun","kuen","kun",0,0
7322,"\346\203\215","\343\204\220\343\204\247\343\204\243","jin","jin","jin","chin",0,0
7323,"\346\203\200","\343\204\214\343\204\250\343\204\243\313\212","lun","lun","luen","lun",0,0
7324,"\346\214\262","\343\204\231\343\204\250\343\204\233","suo","suo","suo","so",0,0
7325,"\346\215\245","\343\204\250\343\204\242\313\213","wan","wan","wan","wan",0,0
7326,"\346\216\212","\343\204\206\343\204\241\313\212","pou","pou","pou","pou",0,0
7327,"\346\216\202","\343\204\211\343\204\247\343\204\242","dian","dian","dian","tien",0,0
7328,"\346\215\275","\343\204\227\343\204\250\313\212","zu","zu","tzu","tsu",0,0
7329,"\346\216\275","\343\204\206\343\204\245\313\213","peng","peng","peng","peng",0,0
7330,"\346\216\236","\343\204\225\343\204\242\313\213","shan","shan","shan","shan",0,0
7331,"\346\216\255","\343\204\212\343\204\247\343\204\242\313\213","tian","tian","tian","tien",0,0
7332,"\346\216\235","\343\204\217\343\204\250\343\204\233\313\213","huo","huo","huo","huo",0,0
7333,"\346\216\227","\343\204\247\343\204\232\313\207","ya","ya","ya","ya",0,0
7334,"\346\216\253","\343\204\227\343\204\241","zou","zou","tzou","tsou",0,0
7335,"\346\216\216","\343\204\220\343\204\247\313\207","ji","ji","ji","chi",0,0
7336,"\346\215\257","\343\204\211\343\204\240\313\207","dao","dao","dau","tao",0,0
7337,"\346\216\207","\343\204\211\343\204\250\343\204\233\313\212","duo","duo","duo","to",0,0
7338,"\346\216\220","\343\204\221\343\204\247\343\204\232","cia","qia","chia","chia",0,0
7339,"\346\215\256","\343\204\220\343\204\251","jyu","ju","jiu","chu",0,0
7340,"\346\216\257","\343\204\216\343\204\243\313\213","ken","ken","ken","ken",0,0
7341,"\346\215\265","\343\204\224\343\204\243\313\207","chen","chen","chen","chen",0,0
7342,"\346\216\234","\343\204\247\313\207","yi","yi","yi","yi",0,0
7343,"\346\215\255","\343\204\205\343\204\236\313\207","bai","bai","bai","pai",0,0
7344,"\346\216\256","\343\204\221\343\204\247\343\204\242\313\212","cian","qian","chian","chien",0,0
7345,"\346\215\274","\343\204\213\343\204\250\343\204\233\313\212","nuo","nuo","nuo","no",0,0
7346,"\346\216\244","\343\204\205\343\204\247\343\204\245","bing","bing","bing","ping",0,0
7347,"\346\214\273","\343\204\225\343\204\242","shan","shan","shan","shan",0,0
7348,"\346\216\237","\343\204\211\343\204\247\343\204\245\313\213","ding","ding","ding","ting",0,0
7349,"\346\215\270","\343\204\212\343\204\250","tu","tu","tu","tu",0,0
7350,"\346\216\205","\343\204\221\343\204\247\343\204\245\313\213","cing","qing","ching","ching",0,0
7351,"\346\216\201","\343\204\224\343\204\245\313\212","cheng","cheng","cheng","cheng",0,0
7352,"\346\216\221","\343\204\221\343\204\247\313\212","ci","qi","chi","chi",0,0
7353,"\346\216\215","\343\204\215\343\204\250\343\204\243\313\207","gun","gun","guen","kun",0,0
7354,"\346\215\260","\343\204\250\343\204\233\313\207","wo","wo","wo","wo",0,0
7355,"\346\225\223","\343\204\211\343\204\250\343\204\233\313\212","duo","duo","duo","to",0,0
7356,"\346\227\215","\343\204\220\343\204\247\343\204\245","jing","jing","jing","ching",0,0
7357,"\346\231\245","\343\204\217\343\204\242\313\213","han","han","han","han",0,0
7358,"\346\231\241","\343\204\205\343\204\250","bu","bu","bu","pu",0,0
7359,"\346\231\233","\343\204\222\343\204\247\343\204\242\313\213","sian","xian","shian","hsien",0,0
7360,"\346\231\231","\343\204\220\343\204\251\343\204\243\313\213","jyun","jun","jiun","chun",0,0
7361,"\346\231\234","\343\204\216\343\204\250\343\204\243","kun","kun","kuen","kun",0,0
7362,"\346\231\242","\343\204\223\343\204\234","jhe","zhe","je","che",0,0
7363,"\346\234\230","\343\204\220\343\204\251\343\204\242","jyuan","juan","jiuan","chuan",0,0
7364,"\346\241\271","\343\204\214\343\204\244\313\212","lang","lang","lang","lang",0,0
7365,"\346\242\207","\343\204\214\343\204\250\343\204\245\313\213","long","long","lung","lung",0,0
7366,"\346\242\220","\343\204\205\343\204\247\313\213","bi","bi","bi","pi",0,0
7367,"\346\242\234","\343\204\220\343\204\247\343\204\232\313\212","jia","jia","jia","chia",0,0
7368,"\346\241\255","\343\204\223\343\204\243\313\213","jhen","zhen","jen","chen",0,0
7369,"\346\241\256","\343\204\205\343\204\237","bei","bei","bei","pei",0,0
7370,"\346\242\256","\343\204\220\343\204\251\313\212","jyu","ju","jiu","chu",0,0
7371,"\346\242\253","\343\204\230\343\204\243","cen","cen","tsen","tsen",0,0
7372,"\346\245\226","\343\204\220\343\204\247\313\212","ji","ji","ji","chi",0,0
7373,"\346\241\257","\343\204\212\343\204\247\343\204\245","ting","ting","ting","ting",0,0
7374,"\346\242\243","\343\204\230\343\204\243\313\212","cen","cen","tsen","tsen",0,0
7375,"\346\242\254","\343\204\247\343\204\245\313\207","ying","ying","ying","ying",0,0
7376,"\346\242\251","\343\204\214\343\204\247\313\212","li","li","li","li",0,0
7377,"\346\241\265","\343\204\226\343\204\250\343\204\237\313\207","ruei","rui","ruei","jui",0,0
7378,"\346\241\264","\343\204\210\343\204\250\313\212","fu","fu","fu","fu",0,0
7379,"\346\242\262","\343\204\223\343\204\250\343\204\233\313\212","jhuo","zhuo","juo","cho",0,0
7380,"\346\242\217","\343\204\215\343\204\250\313\213","gu","gu","gu","ku",0,0
7381,"\346\241\267","\343\204\220\343\204\251\343\204\235\313\212","jyue","jue","jiue","chueh",0,0
7382,"\346\242\222","\343\204\217\343\204\242\313\212","han","han","han","han",0,0
7383,"\346\241\274","\343\204\221\343\204\247","ci","qi","chi","chi",0,0
7384,"\346\241\253","\343\204\231\343\204\250\343\204\233","suo","suo","suo","so",0,0
7385,"\346\241\262","\343\204\205\343\204\233\313\212","bo","bo","bo","po",0,0
7386,"\346\242\252","\343\204\211\343\204\241\313\213","dou","dou","dou","tou",0,0
7387,"\346\242\200","\343\204\230\343\204\250\313\213","cu","cu","tsu","tsu",0,0
7388,"\346\241\261","\343\204\220\343\204\247\343\204\245\313\213","jing","jing","jing","ching",0,0
7389,"\346\241\276","\343\204\220\343\204\251\343\204\243","jyun","jun","jiun","chun",0,0
7390,"\346\242\233","\343\204\213\343\204\250\343\204\233\313\212","nuo","nuo","nuo","no",0,0
7391,"\346\242\226","\343\204\205\343\204\237\313\213","bei","bei","bei","pei",0,0
7392,"\346\242\213","\343\204\222\343\204\251\343\204\242","syuan","xuan","shiuan","hsuan",0,0
7393,"\346\242\240","\343\204\214\343\204\251\313\207","lyu","lu","liu","lu",0,0
7394,"\346\242\211","\343\204\223\343\204\250\343\204\244","jhuang","zhuang","juang","chuang",0,0
7395,"\346\242\244","\343\204\210\343\204\243","fen","fen","fen","fen",0,0
7396,"\346\241\270","\343\204\222\343\204\247","si","xi","shi","hsi",0,0
7397,"\346\241\273","\343\204\210\343\204\245","fong","feng","feng","feng",0,0
7398,"\346\242\221","\343\204\211\343\204\247\313\212","di","di","di","ti",0,0
7399,"\346\242\214","\343\204\212\343\204\250\313\212","tu","tu","tu","tu",0,0
7400,"\346\242\212","\343\204\211\343\204\247\313\213","di","di","di","ti",0,0
7401,"\346\241\275","\343\204\250\343\204\243\313\207","wun","wen","wen","wen",0,0
7402,"\346\254\266","\343\204\225\343\204\250\343\204\233\313\213","shuo","shuo","shuo","shuo",0,0
7403,"\346\254\263","\343\204\216\343\204\250\343\204\236\313\213","kuai","kuai","kuai","kuai",0,0
7404,"\346\254\267","\343\204\222\343\204\247","si","xi","shi","hsi",0,0
7405,"\346\254\270","\343\204\236\313\207","ai","ai","ai","ai",0,0
7406,"\346\256\221","\343\204\221\343\204\247\343\204\245\313\212","cing","qing","ching","ching",0,0
7407,"\346\256\217","\343\204\221\343\204\247\343\204\241\313\212","aiou","qiu","chiou","chiu",0,0
7408,"\346\256\215","\343\204\206\343\204\247\343\204\240\313\207","piao","piao","piau","piao",0,0
7409,"\346\256\216","\343\204\221\343\204\247\343\204\232\313\213","cia","qia","chia","chia",0,0
7410,"\346\256\214","\343\204\220\343\204\251\343\204\235\313\212","jyue","jue","jiue","chueh",0,0
7411,"\346\260\252","\343\204\216\343\204\234\313\213","ke","ke","ke","ke",0,0
7412,"\346\267\200","\343\204\211\343\204\247\343\204\242\313\213","dian","dian","dian","tien",0,0
7413,"\346\266\253","\343\204\215\343\204\250\343\204\242\313\213","guan","guan","guan","kuan",0,0
7414,"\346\266\264","\343\204\250\343\204\233\313\213","wo","wo","wo","wo",0,0
7415,"\346\266\263","\343\204\216\343\204\250\343\204\245","kong","kong","kung","kung",0,0
7416,"\346\271\264","\343\204\205\343\204\242\313\213","ban","ban","ban","pan",0,0
7417,"\346\266\254","\343\204\222\343\204\247\343\204\245\313\213","sing","xing","shing","hsing",0,0
7418,"\346\267\251","\343\204\214\343\204\247\343\204\245\313\212","ling","ling","ling","ling",0,0
7419,"\346\267\242","\343\204\251\313\213","yu","yu","yu","yu",0,0
7420,"\346\266\267","\343\204\211\343\204\250\343\204\245","dong","dong","dung","tung",0,0
7421,"\346\267\266","\343\204\214\343\204\236\313\212","lai","lai","lai","lai",0,0
7422,"\346\267\224","\343\204\224\313\213","chih","chi","chr","chih",0,0
7423,"\346\270\200","\343\204\205\343\204\243","ben","ben","ben","pen",0,0
7424,"\346\267\210","\343\204\215\343\204\250\313\207","gu","gu","gu","ku",0,0
7425,"\346\267\240","\343\204\206\343\204\247\313\213","pi","pi","pi","pi",0,0
7426,"\346\267\237","\343\204\212\343\204\247\343\204\242\313\207","tian","tian","tian","tien",0,0
7427,"\346\267\226","\343\204\213\343\204\240\313\213","nao","nao","nau","nao",0,0
7428,"\346\266\276","\343\204\212\343\204\232\313\213","ta","ta","ta","ta",0,0
7429,"\346\267\245","\343\204\214\343\204\250\313\213","lu","lu","lu","lu",0,0
7430,"\346\267\234","\343\204\206\343\204\245\313\212","peng","peng","peng","peng",0,0
7431,"\346\267\235","\343\204\210\343\204\237\313\212","fei","fei","fei","fei",0,0
7432,"\346\267\233","\343\204\223\313\213","jhih","zhi","jr","chih",0,0
7433,"\346\267\264","\343\204\217\343\204\250","hu","hu","hu","hu",0,0
7434,"\346\267\212","\343\204\217\343\204\242\313\213","han","han","han","han",0,0
7435,"\346\266\275","\343\204\217\343\204\250\343\204\243","hun","hun","huan","hun",0,0
7436,"\346\267\255","\343\204\221\343\204\251\313\212","cyu","qu","chiu","chu",0,0
7437,"\346\267\260","\343\204\213\343\204\247\343\204\242\313\213","nian","nian","nian","nien",0,0
7438,"\346\266\272","\343\204\220\343\204\251","jyu","ju","jiu","chu",0,0
7439,"\346\267\225","\343\204\214\343\204\250\313\213","lu","lu","lu","lu",0,0
7440,"\346\267\202","\343\204\211\343\204\234\313\212","de","de","de","te",0,0
7441,"\346\267\217","\343\204\217\343\204\240\313\213","hao","hao","hau","hao",0,0
7442,"\346\267\211","\343\204\215\343\204\250\343\204\233\313\207","guo","guo","guo","kuo",0,0
7443,"\346\267\220","\343\204\224\343\204\244","chang","chang","chang","chang",0,0
7444,"\346\267\262","\343\204\206\343\204\247\343\204\240\313\212","piao","piao","piau","piao",0,0
7445,"\346\267\223","\343\204\210\343\204\244","fang","fang","fang","fang",0,0
7446,"\346\267\275","\343\204\223\313\207","jhih","zhi","jr","chih",0,0
7447,"\346\267\227","\343\204\220\343\204\251\313\212","jyu","ju","jiu","chu",0,0
7448,"\346\267\215","\343\204\223\343\204\241","jhou","zhou","jou","chou",0,0
7449,"\346\267\243","\343\204\213\343\204\247\313\212","ni","ni","ni","ni",0,0
7450,"\346\266\273","\343\204\215\343\204\242\313\213","gan","gan","gan","kan",0,0
7451,"\347\203\272","\343\204\214\343\204\244\313\207","lang","lang","lang","lang",0,0
7452,"\347\204\215","\343\204\211\343\204\247\313\213","di","di","di","ti",0,0
7453,"\347\203\267","\343\204\250\343\204\242\313\212","wan","wan","wan","wan",0,0
7454,"\347\204\227","\343\204\220\343\204\251\313\212","jyu","ju","jiu","chu",0,0
7455,"\347\203\264","\343\204\220\343\204\247\343\204\245\313\207","jing","jing","jing","ching",0,0
7456,"\347\204\214","\343\204\220\343\204\251\343\204\243\313\213","jyun","jun","jiun","chun",0,0
7457,"\347\203\260","\343\204\210\343\204\250\313\212","fu","fu","fu","fu",0,0
7458,"\347\204\204","\343\204\222\343\204\251\343\204\243","syun","xun","shiun","hsun",0,0
7459,"\347\203\263","\343\204\206\343\204\250\313\207","pu","pu","pu","pu",0,0
7460,"\347\204\220","\343\204\250\313\213","wu","wu","wu","wu",0,0
7461,"\347\203\274","\343\204\217\343\204\250","hu","hu","hu","hu",0,0
7462,"\347\203\277","\343\204\226\343\204\250\343\204\245\313\212","roug","rong","rung","jung",0,0
7463,"\347\204\206","\343\204\220\343\204\251\343\204\235\313\212","jyue","jue","jiue","chueh",0,0
7464,"\347\204\223","\343\204\217\343\204\242\313\212","han","han","han","han",0,0
7465,"\347\204\200","\343\204\217\343\204\250\313\212","hu","hu","hu","hu",0,0
7466,"\347\203\270","\343\204\217\343\204\236\313\207","hai","hai","hai","hai",0,0
7467,"\347\203\266","\343\204\212\343\204\247\343\204\245\313\207","ting","ting","ting","ting",0,0
7468,"\347\204\213","\343\204\223\343\204\250\343\204\244\313\213","jhuang","zhuang","juang","chuang",0,0
7469,"\347\204\202","\343\204\225\343\204\250\313\212","shu","shu","shu","shu",0,0
7470,"\347\204\216","\343\204\222\343\204\247\343\204\235\313\213","sie","xie","shie","hsieh",0,0
7471,"\347\211\276","\343\204\250\313\212","wu","wu","wu","wu",0,0
7472,"\347\211\273","\343\204\207\343\204\244\313\212","mang","mang","mang","mang",0,0
7473,"\347\211\274","\343\204\216\343\204\245","keng","keng","keng","keng",0,0
7474,"\347\211\277","\343\204\215\343\204\250\313\213","gu","gu","gu","ku",0,0
7475,"\347\214\235","\343\204\230\343\204\250\313\213","cu","cu","tsu","tsu",0,0
7476,"\347\214\227","\343\204\247","yi","yi","yi","yi",0,0
7477,"\347\214\207","\343\204\247\343\204\240\313\212","yao","yao","yau","yao",0,0
7478,"\347\214\221","\343\204\216\343\204\250\343\204\243","kun","kun","kuen","kun",0,0
7479,"\347\214\230","\343\204\223\313\213","jhih","zhi","jr","chih",0,0
7480,"\347\214\212","\343\204\213\343\204\247\313\212","ni","ni","ni","ni",0,0
7481,"\347\214\210","\343\204\205\343\204\232\313\213","ba","ba","ba","pa",0,0
7482,"\347\213\277","\343\204\247\343\204\242\313\212","yan","yan","yan","yen",0,0
7483,"\347\214\217","\343\204\220\343\204\247\343\204\242","jian","jian","jian","chien",0,0
7484,"\347\214\236","\343\204\225\343\204\234\313\213","she","she","she","she",0,0
7485,"\347\216\210","\343\204\214\343\204\250\313\212","lu","lu","lu","lu",0,0
7486,"\347\217\266","\343\204\211\343\204\247\313\213","di","di","di","ti",0,0
7487,"\347\217\270","\343\204\250\313\212","wu","wu","wu","wu",0,0
7488,"\347\217\265","\343\204\224\343\204\245\313\212","cheng","cheng","cheng","cheng",0,0
7489,"\347\220\204","\343\204\221\343\204\251\343\204\242\313\207","cyuan","quan","chiuan","chuan",0,0
7490,"\347\220\201","\343\204\222\343\204\251\343\204\242\313\212","syuan","xuan","shiuan","hsuan",0,6
7491,"\347\217\275","\343\204\212\343\204\247\343\204\245\313\207","ting","ting","ting","ting",0,0
7492,"\347\220\207","\343\204\222\343\204\247\343\204\241\313\213","siou","xiu","shiou","hsiu",0,66
7493,"\347\220\200","\343\204\217\343\204\242\313\212","han","han","han","han",0,0
7494,"\347\217\272","\343\204\220\343\204\251\343\204\243\313\213","jyun","jun","jiun","chun",0,0
7495,"\347\217\274","\343\204\205\343\204\237\313\213","bei","bei","bei","pei",0,0
7496,"\347\217\277","\343\204\224\343\204\250\343\204\233\313\213","chuo","chuo","chuo","cho",0,0
7497,"\347\220\214","\343\204\214\343\204\247\343\204\245\313\212","ling","ling","ling","ling",0,0
7498,"\347\220\213","\343\204\222\343\204\247","si","xi","shi","hsi",0,0
7499,"\347\217\264","\343\204\234\313\212","e","e","e","e",0,0
7500,"\347\220\210","\343\204\210\343\204\250\313\212","fu","fu","fu","fu",0,0
7501,"\347\225\244","\343\204\223\313\213","jhih","zhi","jr","chih",0,0
7502,"\347\225\243","\343\204\211\343\204\232\313\212","da","da","da","ta",0,0
7503,"\347\227\216","\343\204\216\343\204\236","kai","kai","kai","kai",0,0
7504,"\347\227\222","\343\204\247\343\204\244\313\207","yang","yang","yang","yang",0,0
7505,"\347\227\217","\343\204\250\343\204\237\313\207","wei","wei","wei","wei",0,0
7506,"\347\227\213","\343\204\224\343\204\250\343\204\245\313\212","chong","chong","chung","chung",0,0
7507,"\347\227\214","\343\204\212\343\204\250\343\204\245","tong","tong","tung","tung",0,0
7508,"\347\227\221","\343\204\211\343\204\250\343\204\233\313\207","duo","duo","duo","to",0,0
7509,"\347\227\220","\343\204\217\343\204\250\343\204\237\313\212","huei","hui","huei","hui",0,0
7510,"\347\232\217","\343\204\206\343\204\245\313\207","peng","peng","peng","peng",0,0
7511,"\347\232\211","\343\204\230\313\207","cih","ci","tsz","tzu",0,0
7512,"\347\233\223","\343\204\251","yu","yu","yu","yu",0,0
7513,"\347\234\271","\343\204\223\343\204\243\313\213","jhen","zhen","jen","chen",0,0
7514,"\347\234\257","\343\204\207\343\204\247\313\207","mi","mi","mi","mi",0,0
7515,"\347\234\255","\343\204\231\343\204\250\343\204\237","suei","sui","suei","sui",0,0
7516,"\347\234\261","\343\204\247\313\212","yi","yi","yi","yi",0,0
7517,"\347\234\262","\343\204\246\313\213","er","er","er","erh",0,0
7518,"\347\234\264","\343\204\222\343\204\251\343\204\242\313\213","syuan","xuan","shiuan","hsuan",0,0
7519,"\347\234\263","\343\204\207\343\204\247\343\204\245\313\207","ming","ming","ming","ming",0,0
7520,"\347\234\275","\343\204\207\343\204\233\313\213","mo","mo","mo","mo",0,0
7521,"\347\234\245","\343\204\227\313\213","zih","zi","tz","tzu",0,0
7522,"\347\234\273","\343\204\247\343\204\244\313\212","yang","yang","yang","yang",0,0
7523,"\347\234\265","\343\204\224","chih","chi","chr","chih",0,0
7524,"\347\241\210","\343\204\220\343\204\247\343\204\232\313\212","jia","jia","jia","chia",0,0
7525,"\347\241\222","\343\204\222\343\204\247","si","xi","shi","hsi",0,0
7526,"\347\241\211","\343\204\214\343\204\250\313\213","lu","lu","lu","lu",0,0
7527,"\347\241\215","\343\204\216\343\204\243\313\213","ken","ken","ken","ken",0,0
7528,"\347\241\212","\343\204\250\343\204\237\313\207","wei","wei","wei","wei",0,0
7529,"\347\241\214","\343\204\214\343\204\250\343\204\233\313\213","luo","luo","luo","lo",0,0
7530,"\347\240\246","\343\204\223\343\204\236\313\213","jhai","zhai","jai","chai",0,0
7531,"\347\241\205","\343\204\217\343\204\250\343\204\233\313\213","huo","huo","huo","huo",0,0
7532,"\347\241\220","\343\204\212\343\204\250\343\204\245\313\212","tong","tong","tung","tung",0,0
7533,"\347\245\244","\343\204\251\313\207","yu","yu","yu","yu",0,0
7534,"\347\245\247","\343\204\212\343\204\247\343\204\240","tiao","tiao","tiau","tiao",0,0
7535,"\347\245\251","\343\204\223\343\204\250","jhu","zhu","ju","chu",0,0
7536,"\347\245\252","\343\204\215\343\204\250\343\204\237\313\207","guei","gui","guei","kuei",0,0
7537,"\347\245\243","\343\204\214\343\204\251\313\207","lyu","lu","liu","lu",0,0
7538,"\347\245\253","\343\204\222\343\204\247\343\204\232\313\212","sia","xia","shia","hsia",0,0
7539,"\347\245\241","\343\204\224\343\204\236\313\212","chai","chai","chai","chai",0,0
7540,"\347\246\273","\343\204\224","chih","chi","chr","chih",0,0
7541,"\347\247\272","\343\204\211\343\204\250\313\213","du","du","du","tu",0,0
7542,"\347\247\270","\343\204\220\343\204\247\313\212","ji","ji","ji","chi",0,0
7543,"\347\247\266","\343\204\227","zih","zi","tz","tzu",0,0
7544,"\347\247\267","\343\204\223\313\212","jhih","zhi","jr","chih",0,0
7545,"\347\252\217","\343\204\250","wu","wu","wu","wu",0,0
7546,"\347\252\224","\343\204\247\343\204\240\313\207","yao","yao","yau","yao",0,0
7547,"\347\252\220","\343\204\250\343\204\232","wa","wa","wa","wa",0,0
7548,"\347\254\265","\343\204\210\343\204\242\313\213","fan","fan","fan","fan",0,0
7549,"\347\255\207","\343\204\221\343\204\251\343\204\245\313\212","cyoung","qiong","chiung","chiung",0,0
7550,"\347\254\264","\343\204\215\343\204\234\313\207","ge","ge","ge","ke",0,0
7551,"\347\254\245","\343\204\231\313\213","sih","si","sz","ssu",0,0
7552,"\347\254\260","\343\204\210\343\204\250\313\212","fu","fu","fu","fu",0,0
7553,"\347\254\242","\343\204\207\343\204\247\343\204\243\313\207","min","min","min","min",0,0
7554,"\347\254\244","\343\204\212\343\204\247\343\204\240\313\212","tiao","tiao","tiau","tiao",0,0
7555,"\347\254\263","\343\204\220\343\204\247\343\204\232","jia","jia","jia","chia",0,0
7556,"\347\254\230","\343\204\225\343\204\242","shan","shan","shan","shan",0,0
7557,"\347\254\252","\343\204\211\343\204\232\313\212","da","da","da","ta",0,0
7558,"\347\254\235","\343\204\213\343\204\232\313\213","na","na","na","na",0,0
7559,"\347\254\261","\343\204\215\343\204\241\313\207","gou","gou","gou","kou",0,0
7560,"\347\254\253","\343\204\247\313\212","yi","yi","yi","yi",0,0
7561,"\347\254\255","\343\204\214\343\204\247\343\204\245\313\212","ling","ling","ling","ling",0,0
7562,"\347\254\257","\343\204\213\343\204\250\313\212","nu","nu","nu","nu",0,0
7563,"\347\254\262","\343\204\210\343\204\242\313\212","fan","fan","fan","fan",0,0
7564,"\347\254\270","\343\204\206\343\204\233\313\207","po","po","po","po",0,0
7565,"\347\254\232","\343\204\222\343\204\247\343\204\232\313\212","sia","xia","shia","hsia",0,0
7566,"\347\254\243","\343\204\205\343\204\240","bao","bao","bau","pao",0,0
7567,"\347\262\224","\343\204\220\343\204\251\313\213","jyu","ju","jiu","chu",0,0
7568,"\347\262\230","\343\204\213\343\204\247\343\204\242\313\212","nian","nian","nian","nien",10,0
7569,"\347\262\226","\343\204\207\343\204\233\313\213","mo","mo","mo","mo",0,0
7570,"\347\262\243","\343\204\230\343\204\234\313\213","ce","ce","tse","tse",0,0
7571,"\347\264\265","\343\204\223\343\204\250\313\213","jhu","zhu","ju","chu",0,0
7572,"\347\264\275","\343\204\212\343\204\250\343\204\233\313\212","tuo","tuo","tuo","to",0,0
7573,"\347\264\270","\343\204\223\343\204\250\313\213","jhu","zhu","ju","chu",0,0
7574,"\347\264\266","\343\204\221\343\204\251","cyu","qu","chiu","chu",0,0
7575,"\347\264\272","\343\204\215\343\204\242\313\213","gan","gan","gan","kan",0,0
7576,"\347\265\205","\343\204\220\343\204\251\343\204\245\313\207","jyong","jiong","jiung","chiung",0,0
7577,"\347\264\254","\343\204\224\343\204\241\313\212","chou","chou","chou","chou",0,0
7578,"\347\264\251","\343\204\223\313\213","jhih","zhi","jr","chih",0,0
7579,"\347\265\201","\343\204\225","shih","shi","shr","shih",0,0
7580,"\347\265\207","\343\204\220\343\204\251\313\213","jyu","ju","jiu","chu",0,0
7581,"\347\264\276","\343\204\223\343\204\243\313\207","jhen","zhen","jen","chen",0,0
7582,"\347\264\277","\343\204\211\343\204\236\313\213","dai","dai","dai","tai",0,0
7583,"\347\265\212","\343\204\227\343\204\250\343\204\237\313\213","zuei","zui","tzuei","tsui",0,0
7584,"\347\264\273","\343\204\247\343\204\244","yang","yang","yang","yang",0,0
7585,"\347\264\250","\343\204\210\343\204\250","fu","fu","fu","fu",0,0
7586,"\347\275\243","\343\204\215\343\204\250\343\204\232\313\213","gua","gua","gua","kua",0,0
7587,"\347\276\225","\343\204\247\343\204\244\313\213","yang","yang","yang","yang",0,0
7588,"\347\276\234","\343\204\223\343\204\250\313\213","jhu","zhu","ju","chu",0,0
7589,"\347\276\235","\343\204\211\343\204\247","di","di","di","ti",0,0
7590,"\347\276\233","\343\204\247\313\213","yi","yi","yi","yi",0,0
7591,"\347\277\212","\343\204\247\313\213","yi","yi","yi","yi",0,0
7592,"\347\277\213","\343\204\214\343\204\232","la","la","la","la",0,0
7593,"\347\277\215","\343\204\206\343\204\233","po","po","po","po",0,0
